,userId,movieId,rating,timestamp,Train,ones
0,1,1,4.0,964982703,1,1
1,1,3,4.0,964981247,1,1
2,1,6,4.0,964982224,1,1
3,1,47,5.0,964983815,1,1
4,1,50,5.0,964982931,1,1
5,1,70,3.0,964982400,1,1
6,1,101,5.0,964980868,1,1
7,1,110,4.0,964982176,1,1
8,1,151,5.0,964984041,1,1
9,1,157,5.0,964984100,1,1
10,1,163,5.0,964983650,1,1
11,1,216,5.0,964981208,1,1
12,1,223,3.0,964980985,1,1
13,1,231,5.0,964981179,1,1
14,1,235,4.0,964980908,1,1
15,1,260,5.0,964981680,1,1
16,1,296,3.0,964982967,1,1
17,1,316,3.0,964982310,1,1
18,1,333,5.0,964981179,1,1
19,1,349,4.0,964982563,1,1
20,1,356,4.0,964980962,1,1
21,1,362,5.0,964982588,1,1
22,1,367,4.0,964981710,1,1
23,1,423,3.0,964982363,1,1
24,1,441,4.0,964980868,1,1
25,1,457,5.0,964981909,1,1
26,1,480,4.0,964982346,1,1
27,1,500,3.0,964981208,1,1
28,1,527,5.0,964984002,1,1
29,1,543,4.0,964981179,1,1
30,1,552,4.0,964982653,1,1
31,1,553,5.0,964984153,1,1
32,1,590,4.0,964982546,1,1
33,1,592,4.0,964982271,1,1
34,1,593,4.0,964983793,1,1
35,1,596,5.0,964982838,1,1
36,1,608,5.0,964982931,1,1
37,1,648,3.0,964982563,1,1
38,1,661,5.0,964982838,1,1
39,1,673,3.0,964981775,1,1
40,1,733,4.0,964982400,1,1
41,1,736,3.0,964982653,1,1
42,1,780,3.0,964984086,1,1
43,1,804,4.0,964980499,1,1
44,1,919,5.0,964982475,1,1
45,1,923,5.0,964981529,1,1
46,1,940,5.0,964982176,1,1
47,1,943,4.0,964983614,1,1
48,1,954,5.0,964983219,1,1
49,1,1009,3.0,964981775,1,1
50,1,1023,5.0,964982681,1,1
51,1,1024,5.0,964982876,1,1
52,1,1025,5.0,964982791,1,1
53,1,1029,5.0,964982855,1,1
54,1,1030,3.0,964982903,1,1
55,1,1031,5.0,964982653,1,1
56,1,1032,5.0,964982791,1,1
57,1,1042,4.0,964981179,1,1
58,1,1049,5.0,964982400,1,1
59,1,1060,4.0,964980924,1,1
60,1,1073,5.0,964981680,1,1
61,1,1080,5.0,964981327,1,1
62,1,1089,5.0,964982951,1,1
63,1,1090,4.0,964984018,1,1
64,1,1092,5.0,964983484,1,1
65,1,1097,5.0,964981680,1,1
66,1,1127,4.0,964982513,1,1
67,1,1136,5.0,964981327,1,1
68,1,1196,5.0,964981827,1,1
69,1,1197,5.0,964981872,1,1
70,1,1198,5.0,964981827,1,1
71,1,1206,5.0,964983737,1,1
72,1,1208,4.0,964983250,1,1
73,1,1210,5.0,964980499,1,1
74,1,1213,5.0,964982951,1,1
75,1,1214,4.0,964981855,1,1
76,1,1219,2.0,964983393,1,1
77,1,1220,5.0,964981909,1,1
78,1,1222,5.0,964981909,1,1
79,1,1224,5.0,964984018,1,1
80,1,1226,5.0,964983618,1,1
81,1,1240,5.0,964983723,1,1
82,1,1256,5.0,964981442,1,1
83,1,1258,3.0,964983414,1,1
84,1,1265,4.0,964983599,1,1
85,1,1270,5.0,964983705,1,1
86,1,1275,5.0,964982290,1,1
87,1,1278,5.0,964983414,1,1
88,1,1282,5.0,964982703,1,1
89,1,1291,5.0,964981909,1,1
90,1,1298,5.0,964984086,1,1
91,1,1348,4.0,964983393,1,1
92,1,1377,3.0,964982653,1,1
93,1,1396,3.0,964983017,1,1
94,1,1408,3.0,964982310,1,1
95,1,1445,3.0,964984112,1,1
96,1,1473,4.0,964980875,1,1
97,1,1500,4.0,964980985,1,1
98,1,1517,5.0,964981107,1,1
99,1,1552,4.0,964982620,1,1
100,1,1573,5.0,964982290,1,1
101,1,1580,3.0,964981125,1,1
102,1,1587,5.0,964982346,1,1
103,1,1617,5.0,964982951,1,1
104,1,1620,4.0,964983056,1,1
105,1,1625,5.0,964983504,1,1
106,1,1644,3.0,964983536,1,1
107,1,1676,3.0,964982620,1,1
108,1,1732,5.0,964981125,1,1
109,1,1777,4.0,964981230,1,1
110,1,1793,4.0,964981404,1,1
111,1,1804,5.0,964983034,1,1
112,1,1805,4.0,964983056,1,1
113,1,1920,4.0,964981780,1,1
114,1,1927,5.0,964981497,1,1
115,1,1954,5.0,964982176,1,1
116,1,1967,4.0,964981710,1,1
117,1,2000,4.0,964982211,1,1
118,1,2005,5.0,964981710,1,1
119,1,2012,4.0,964984176,1,1
120,1,2018,5.0,964980523,1,1
121,1,2028,4.0,964981888,1,1
122,1,2033,5.0,964982903,1,1
123,1,2046,4.0,964982563,1,1
124,1,2048,5.0,964982791,1,1
125,1,2054,4.0,964981747,1,1
126,1,2058,5.0,964982400,1,1
127,1,2078,5.0,964982838,1,1
128,1,2090,5.0,964982838,1,1
129,1,2093,3.0,964981710,1,1
130,1,2094,5.0,964982653,1,1
131,1,2096,4.0,964982838,1,1
132,1,2099,4.0,964982588,1,1
133,1,2105,4.0,964981725,1,1
134,1,2115,5.0,964982529,1,1
135,1,2116,5.0,964982876,1,1
136,1,2137,5.0,964982791,1,1
137,1,2139,5.0,964982791,1,1
138,1,2141,5.0,964982838,1,1
139,1,2143,4.0,964981725,1,1
140,1,2161,5.0,964981710,1,1
141,1,2174,4.0,964981680,1,1
142,1,2193,4.0,964981710,1,1
143,1,2253,2.0,964981775,1,1
144,1,2268,4.0,964982989,1,1
145,1,2273,4.0,964982310,1,1
146,1,2291,5.0,964983664,1,1
147,1,2329,5.0,964983263,1,1
148,1,2338,2.0,964983546,1,1
149,1,2353,5.0,964983861,1,1
150,1,2366,4.0,964982462,1,1
151,1,2387,5.0,964983123,1,1
152,1,2389,2.0,964983094,1,1
153,1,2395,5.0,964981093,1,1
154,1,2406,4.0,964982310,1,1
155,1,2414,3.0,964982513,1,1
156,1,2427,5.0,964982242,1,1
157,1,2450,4.0,964982620,1,1
158,1,2459,5.0,964983414,1,1
159,1,2470,5.0,964982588,1,1
160,1,2478,4.0,964984169,1,1
161,1,2492,4.0,965719662,1,1
162,1,2502,5.0,964981278,1,1
163,1,2528,3.0,964982328,1,1
164,1,2529,5.0,964982242,1,1
165,1,2542,5.0,964981265,1,1
166,1,2571,5.0,964981888,1,1
167,1,2580,5.0,964983000,1,1
168,1,2596,5.0,964981144,1,1
169,1,2616,4.0,964983080,1,1
170,1,2617,2.0,964982588,1,1
171,1,2628,4.0,964980523,1,1
172,1,2640,4.0,964982377,1,1
173,1,2641,5.0,964982620,1,1
174,1,2644,4.0,964983393,1,1
175,1,2648,4.0,964983414,1,1
176,1,2654,5.0,964983393,1,1
177,1,2657,3.0,964983426,1,1
178,1,2692,5.0,964981855,1,1
179,1,2700,5.0,964980985,1,1
180,1,2716,5.0,964983414,1,1
181,1,2761,5.0,964982703,1,1
182,1,2797,4.0,964981710,1,1
183,1,2826,4.0,964980523,1,1
184,1,2858,5.0,964980868,1,1
185,1,2872,5.0,964981680,1,1
186,1,2899,5.0,964982703,1,1
187,1,2916,4.0,964982290,1,1
188,1,2944,5.0,964981872,1,1
189,1,2947,5.0,964982176,1,1
190,1,2948,5.0,964982191,1,1
191,1,2949,5.0,964981888,1,1
192,1,2959,5.0,964983282,1,1
193,1,2985,4.0,964983034,1,1
194,1,2987,5.0,964982495,1,1
195,1,2991,5.0,964982271,1,1
196,1,2993,5.0,964982242,1,1
197,1,2997,4.0,964980896,1,1
198,1,3033,5.0,964983762,1,1
199,1,3034,5.0,964982791,1,1
200,1,3052,5.0,964981208,1,1
201,1,3053,5.0,964984086,1,1
202,1,3062,4.0,964981872,1,1
203,1,3147,5.0,964983873,1,1
204,1,3168,4.0,964982495,1,1
205,1,3176,1.0,964983504,1,1
206,1,3243,3.0,964981093,1,1
207,1,3247,3.0,964983108,1,1
208,1,3253,5.0,964981107,1,1
209,1,3273,5.0,964983536,1,1
210,1,3386,5.0,964983484,1,1
211,1,3439,4.0,964981799,1,1
212,1,3440,4.0,964981799,1,1
213,1,3441,5.0,964982328,1,1
214,1,3448,5.0,964984054,1,1
215,1,3450,5.0,964981144,1,1
216,1,3479,4.0,964981725,1,1
217,1,3489,4.0,964981775,1,1
218,1,3527,4.0,964982271,1,1
219,1,3578,5.0,964980668,1,1
220,1,3617,4.0,964980683,1,1
221,1,3639,4.0,964982271,1,1
222,1,3671,5.0,964981589,1,1
223,1,3702,5.0,964983737,1,1
224,1,3703,5.0,964981909,1,1
225,1,3729,5.0,964982363,1,1
226,1,3740,4.0,964982417,1,1
227,1,3744,4.0,964980694,1,1
228,1,3793,5.0,964981855,1,1
229,1,3809,4.0,964981220,1,1
230,1,4006,4.0,964982903,1,1
232,2,318,3.0,1445714835,1,1
233,2,333,4.0,1445715029,1,1
234,2,1704,4.5,1445715228,1,1
235,2,3578,4.0,1445714885,1,1
236,2,6874,4.0,1445714952,1,1
237,2,8798,3.5,1445714960,1,1
238,2,46970,4.0,1445715013,1,1
239,2,48516,4.0,1445715064,1,1
240,2,58559,4.5,1445715141,1,1
241,2,60756,5.0,1445714980,1,1
242,2,68157,4.5,1445715154,1,1
243,2,71535,3.0,1445714974,1,1
244,2,74458,4.0,1445714926,1,1
245,2,77455,3.0,1445714941,1,1
246,2,79132,4.0,1445714841,1,1
247,2,80489,4.5,1445715340,1,1
248,2,80906,5.0,1445715172,1,1
249,2,86345,4.0,1445715166,1,1
250,2,89774,5.0,1445715189,1,1
251,2,91529,3.5,1445714891,1,1
252,2,91658,2.5,1445714938,1,1
253,2,99114,3.5,1445714874,1,1
254,2,106782,5.0,1445714966,1,1
255,2,109487,3.0,1445715145,1,1
256,2,112552,4.0,1445714882,1,1
257,2,114060,2.0,1445715276,1,1
258,2,115713,3.5,1445714854,1,1
259,2,122882,5.0,1445715272,1,1
261,3,31,0.5,1306463578,1,1
262,3,527,0.5,1306464275,1,1
263,3,647,0.5,1306463619,1,1
264,3,688,0.5,1306464228,1,1
265,3,720,0.5,1306463595,1,1
266,3,849,5.0,1306463611,1,1
267,3,914,0.5,1306463567,1,1
268,3,1093,0.5,1306463627,1,1
269,3,1124,0.5,1306464216,1,1
270,3,1263,0.5,1306463569,1,1
271,3,1272,0.5,1306463624,1,1
272,3,1275,3.5,1306463323,1,1
273,3,1302,0.5,1306464189,1,1
274,3,1371,3.0,1306463561,1,1
275,3,1587,4.5,1306464003,1,1
276,3,2018,0.5,1306464175,1,1
277,3,2080,0.5,1306463572,1,1
278,3,2090,0.5,1306464261,1,1
279,3,2105,2.0,1306463559,1,1
280,3,2288,4.0,1306463631,1,1
281,3,2424,0.5,1306464293,1,1
282,3,2851,5.0,1306463925,1,1
283,3,3024,4.5,1306464054,1,1
284,3,3210,0.5,1306463638,1,1
285,3,3703,5.0,1306463603,1,1
286,3,3949,0.5,1306464245,1,1
287,3,4518,5.0,1306463770,1,1
288,3,5048,0.5,1306464284,1,1
289,3,5181,5.0,1306463718,1,1
290,3,5746,5.0,1306463708,1,1
291,3,5764,4.5,1306464021,1,1
292,3,5919,5.0,1306463825,1,1
293,3,6238,0.5,1306464204,1,1
294,3,6835,5.0,1306463670,1,1
295,3,7899,4.5,1306464036,1,1
296,3,7991,5.0,1306463684,1,1
297,3,26409,4.5,1306463993,1,1
298,3,70946,5.0,1306463815,1,1
300,4,21,3.0,986935199,1,1
301,4,32,2.0,945173447,1,1
302,4,45,3.0,986935047,1,1
303,4,47,2.0,945173425,1,1
304,4,52,3.0,964622786,1,1
305,4,58,3.0,964538444,1,1
306,4,106,4.0,986848784,1,1
307,4,125,5.0,964622758,1,1
308,4,126,1.0,986848920,1,1
309,4,162,5.0,945078571,1,1
310,4,171,3.0,945078428,1,1
311,4,176,5.0,964622565,1,1
312,4,190,2.0,945079259,1,1
313,4,215,5.0,945079078,1,1
314,4,222,1.0,945629040,1,1
315,4,232,5.0,964622684,1,1
316,4,235,2.0,945173513,1,1
317,4,247,3.0,986848894,1,1
318,4,260,5.0,945079259,1,1
319,4,265,5.0,964538468,1,1
320,4,296,1.0,945173350,1,1
321,4,319,5.0,945079182,1,1
322,4,342,5.0,964538500,1,1
323,4,345,4.0,945629063,1,1
324,4,348,4.0,964622786,1,1
325,4,351,3.0,986934901,1,1
326,4,357,3.0,964623306,1,1
327,4,368,4.0,945078690,1,1
328,4,417,2.0,945078467,1,1
329,4,441,1.0,986934915,1,1
330,4,450,2.0,986848828,1,1
331,4,457,5.0,945079259,1,1
332,4,475,5.0,945174290,1,1
333,4,492,5.0,945079872,1,1
334,4,509,1.0,945079106,1,1
335,4,538,5.0,945078636,1,1
336,4,539,1.0,964538832,1,1
337,4,553,2.0,945079301,1,1
338,4,588,4.0,945079670,1,1
339,4,593,5.0,964539986,1,1
340,4,595,3.0,986848609,1,1
341,4,599,2.0,945078587,1,1
342,4,608,5.0,964540008,1,1
343,4,648,3.0,945079906,1,1
344,4,708,4.0,986935230,1,1
345,4,759,3.0,945078601,1,1
346,4,800,4.0,945079106,1,1
347,4,892,4.0,964622714,1,1
348,4,898,5.0,964623347,1,1
349,4,899,4.0,945079653,1,1
350,4,902,4.0,945078446,1,1
351,4,904,4.0,945079837,1,1
352,4,908,5.0,945173902,1,1
353,4,910,5.0,945173989,1,1
354,4,912,5.0,945173902,1,1
355,4,914,5.0,945079670,1,1
356,4,919,5.0,945079521,1,1
357,4,920,5.0,945173602,1,1
358,4,930,5.0,964538571,1,1
359,4,937,3.0,986849085,1,1
360,4,1025,4.0,945079232,1,1
361,4,1046,5.0,945173654,1,1
362,4,1057,3.0,964540578,1,1
363,4,1060,2.0,986934819,1,1
364,4,1073,4.0,945079483,1,1
365,4,1077,5.0,945173692,1,1
366,4,1079,2.0,945078946,1,1
367,4,1080,5.0,986934696,1,1
368,4,1084,5.0,945079259,1,1
369,4,1086,5.0,964539723,1,1
370,4,1094,3.0,964538500,1,1
371,4,1103,5.0,964539723,1,1
372,4,1136,5.0,986934625,1,1
373,4,1179,4.0,964539180,1,1
374,4,1183,1.0,964778513,1,1
375,4,1188,5.0,964538500,1,1
376,4,1196,5.0,964538763,1,1
377,4,1197,5.0,964538763,1,1
378,4,1198,3.0,964538728,1,1
379,4,1199,2.0,945078967,1,1
380,4,1203,5.0,945174025,1,1
381,4,1211,1.0,964539205,1,1
382,4,1213,4.0,945079729,1,1
383,4,1219,4.0,964539961,1,1
384,4,1225,4.0,964539326,1,1
385,4,1250,5.0,945174008,1,1
386,4,1259,4.0,964538728,1,1
387,4,1265,4.0,964622684,1,1
388,4,1266,4.0,986849037,1,1
389,4,1279,2.0,986934832,1,1
390,4,1282,5.0,945079653,1,1
391,4,1283,5.0,945078690,1,1
392,4,1288,4.0,945079653,1,1
393,4,1291,4.0,964538763,1,1
394,4,1304,3.0,945078467,1,1
395,4,1391,1.0,945173766,1,1
396,4,1449,5.0,945079767,1,1
397,4,1466,4.0,945173492,1,1
398,4,1500,4.0,964622830,1,1
399,4,1517,4.0,945079790,1,1
400,4,1580,3.0,986935244,1,1
401,4,1597,1.0,945079906,1,1
402,4,1617,2.0,945079837,1,1
403,4,1641,4.0,964622758,1,1
404,4,1704,1.0,945629015,1,1
405,4,1719,4.0,945079956,1,1
406,4,1732,4.0,945079889,1,1
407,4,1733,5.0,945079143,1,1
408,4,1734,3.0,964539357,1,1
409,4,1834,5.0,945174134,1,1
410,4,1860,2.0,986849001,1,1
411,4,1883,4.0,964622642,1,1
412,4,1885,3.0,964622617,1,1
413,4,1892,2.0,964539431,1,1
414,4,1895,4.0,945629179,1,1
415,4,1907,3.0,964540505,1,1
416,4,1914,4.0,964622714,1,1
417,4,1916,1.0,986934786,1,1
418,4,1923,3.0,986934870,1,1
419,4,1947,5.0,945079653,1,1
420,4,1966,2.0,964622684,1,1
421,4,1967,5.0,945078967,1,1
422,4,1968,4.0,986934786,1,1
423,4,2019,2.0,945078690,1,1
424,4,2076,4.0,945079052,1,1
425,4,2078,5.0,945079521,1,1
426,4,2109,4.0,986935016,1,1
427,4,2145,3.0,986935328,1,1
428,4,2150,5.0,986934738,1,1
429,4,2174,5.0,964539855,1,1
430,4,2186,5.0,945174008,1,1
431,4,2203,4.0,945079729,1,1
432,4,2204,5.0,964540008,1,1
433,4,2282,1.0,945629238,1,1
434,4,2324,1.0,964622590,1,1
435,4,2336,2.0,964538964,1,1
436,4,2351,4.0,945078467,1,1
437,4,2359,4.0,964622590,1,1
438,4,2390,5.0,945079164,1,1
439,4,2395,3.0,964623306,1,1
440,4,2406,4.0,986935302,1,1
441,4,2467,4.0,945079858,1,1
442,4,2571,1.0,945173385,1,1
443,4,2583,5.0,945078863,1,1
444,4,2599,5.0,964622684,1,1
445,4,2628,1.0,986848894,1,1
446,4,2683,4.0,945079790,1,1
447,4,2692,5.0,945079013,1,1
448,4,2712,2.0,945078542,1,1
449,4,2762,4.0,964539986,1,1
450,4,2763,1.0,964778621,1,1
451,4,2770,2.0,945173553,1,1
452,4,2791,5.0,964539628,1,1
453,4,2843,5.0,945078814,1,1
454,4,2858,5.0,964539140,1,1
455,4,2874,4.0,986935016,1,1
456,4,2921,4.0,945078708,1,1
457,4,2926,5.0,986934870,1,1
458,4,2959,2.0,945078528,1,1
459,4,2973,2.0,945078946,1,1
460,4,2997,4.0,986848610,1,1
461,4,3033,4.0,986936200,1,1
462,4,3044,5.0,945079920,1,1
463,4,3060,4.0,986934884,1,1
464,4,3079,3.0,964778197,1,1
465,4,3083,5.0,964622487,1,1
466,4,3160,4.0,964539121,1,1
467,4,3175,1.0,964538930,1,1
468,4,3176,4.0,964539771,1,1
469,4,3204,4.0,964539828,1,1
470,4,3255,4.0,964623306,1,1
471,4,3317,4.0,986934498,1,1
472,4,3358,3.0,964622758,1,1
473,4,3365,5.0,964538329,1,1
474,4,3386,4.0,964539395,1,1
475,4,3408,4.0,986849238,1,1
476,4,3481,2.0,964538243,1,1
477,4,3489,1.0,986848908,1,1
478,4,3508,5.0,964538351,1,1
479,4,3538,2.0,986849212,1,1
480,4,3591,1.0,986935199,1,1
481,4,3788,3.0,964539085,1,1
482,4,3809,3.0,986936207,1,1
483,4,3851,5.0,986849180,1,1
484,4,3897,4.0,986934465,1,1
485,4,3911,3.0,986849149,1,1
486,4,3967,4.0,986849164,1,1
487,4,3996,4.0,986849130,1,1
488,4,4002,3.0,986934819,1,1
489,4,4014,1.0,986849254,1,1
490,4,4020,3.0,986848856,1,1
491,4,4021,4.0,986849180,1,1
492,4,4027,3.0,986849201,1,1
493,4,4029,3.0,986849226,1,1
494,4,4033,4.0,986849149,1,1
495,4,4034,5.0,986848753,1,1
496,4,4074,3.0,986848665,1,1
497,4,4121,4.0,986934901,1,1
498,4,4144,3.0,986848685,1,1
499,4,4166,3.0,986848700,1,1
500,4,4226,2.0,1007569424,1,1
501,4,4239,5.0,986848685,1,1
502,4,4246,4.0,1007574542,1,1
503,4,4252,3.0,1007569465,1,1
504,4,4260,2.0,1007569424,1,1
505,4,4273,4.0,1007574470,1,1
506,4,4308,1.0,1007569465,1,1
507,4,4347,4.0,1007569586,1,1
508,4,4381,3.0,1007574509,1,1
509,4,4641,1.0,1007569586,1,1
510,4,4741,3.0,1007574532,1,1
511,4,4765,5.0,1007569445,1,1
512,4,4881,3.0,1007569445,1,1
513,4,4896,4.0,1007574532,1,1
514,4,4902,4.0,1007569465,1,1
516,5,1,4.0,847434962,1,1
517,5,21,4.0,847435238,1,1
518,5,34,4.0,847434881,1,1
519,5,36,4.0,847435292,1,1
520,5,39,3.0,847434961,1,1
521,5,50,4.0,847434881,1,1
522,5,58,5.0,847435238,1,1
523,5,110,4.0,847434880,1,1
524,5,150,3.0,847434748,1,1
525,5,153,3.0,847434802,1,1
526,5,232,4.0,847435292,1,1
527,5,247,5.0,847435337,1,1
528,5,253,3.0,847435292,1,1
529,5,261,4.0,847435238,1,1
530,5,265,3.0,847435129,1,1
531,5,266,1.0,847435311,1,1
532,5,290,5.0,847435311,1,1
533,5,296,5.0,847434748,1,1
534,5,300,3.0,847435337,1,1
535,5,316,2.0,847434832,1,1
536,5,318,3.0,847434880,1,1
537,5,344,3.0,847434802,1,1
538,5,349,3.0,847434832,1,1
539,5,357,2.0,847435238,1,1
540,5,364,3.0,847434882,1,1
541,5,367,4.0,847435129,1,1
542,5,380,2.0,847434748,1,1
543,5,410,3.0,847435292,1,1
544,5,457,4.0,847434801,1,1
545,5,474,4.0,847435337,1,1
546,5,475,5.0,847435311,1,1
547,5,515,3.0,847435129,1,1
548,5,527,5.0,847434960,1,1
549,5,531,4.0,847435258,1,1
550,5,534,3.0,847435311,1,1
551,5,588,4.0,847434801,1,1
552,5,589,3.0,847435258,1,1
553,5,590,5.0,847434747,1,1
554,5,592,3.0,847434747,1,1
555,5,594,5.0,847435238,1,1
556,5,595,5.0,847434832,1,1
557,5,596,5.0,847435292,1,1
558,5,597,3.0,847434962,1,1
560,6,2,4.0,845553522,1,1
561,6,3,5.0,845554296,1,1
562,6,4,3.0,845554349,1,1
563,6,5,5.0,845553938,1,1
564,6,6,4.0,845553757,1,1
565,6,7,4.0,845554264,1,1
566,6,8,3.0,845555281,1,1
567,6,10,3.0,845553253,1,1
568,6,11,4.0,845553489,1,1
569,6,13,3.0,845555588,1,1
570,6,15,4.0,845554505,1,1
571,6,16,4.0,845553819,1,1
572,6,17,4.0,845553559,1,1
573,6,19,2.0,845553382,1,1
574,6,21,2.0,845553382,1,1
575,6,22,5.0,845553875,1,1
576,6,24,4.0,845554397,1,1
577,6,25,3.0,845553695,1,1
578,6,26,4.0,845555362,1,1
579,6,27,3.0,845555402,1,1
580,6,31,3.0,845553819,1,1
581,6,32,4.0,845553426,1,1
582,6,34,4.0,845553354,1,1
583,6,36,5.0,845553726,1,1
584,6,41,4.0,845554962,1,1
585,6,43,4.0,845555607,1,1
586,6,45,3.0,845553907,1,1
587,6,46,4.0,845554551,1,1
588,6,47,4.0,845553317,1,1
589,6,50,1.0,845553381,1,1
590,6,54,4.0,845555402,1,1
591,6,60,4.0,845554263,1,1
592,6,61,4.0,845555454,1,1
593,6,62,4.0,845553660,1,1
594,6,65,3.0,845555070,1,1
595,6,66,3.0,845555151,1,1
596,6,76,4.0,845555317,1,1
597,6,79,3.0,845554907,1,1
598,6,86,5.0,845556131,1,1
599,6,87,3.0,845555300,1,1
600,6,88,2.0,845555694,1,1
601,6,89,4.0,845555124,1,1
602,6,92,4.0,845555454,1,1
603,6,93,4.0,845554584,1,1
604,6,95,4.0,845553559,1,1
605,6,100,3.0,845555151,1,1
606,6,102,1.0,845555436,1,1
607,6,104,4.0,845554349,1,1
608,6,105,3.0,845553757,1,1
609,6,110,5.0,845553283,1,1
610,6,112,4.0,845553994,1,1
611,6,113,3.0,845556257,1,1
612,6,126,3.0,845555342,1,1
613,6,135,3.0,845554987,1,1
614,6,140,3.0,845555024,1,1
615,6,141,4.0,845553586,1,1
616,6,145,4.0,845553966,1,1
617,6,146,4.0,845555607,1,1
618,6,150,4.0,845553110,1,1
619,6,151,4.0,845553586,1,1
620,6,153,3.0,845553146,1,1
621,6,158,4.0,845553660,1,1
622,6,159,3.0,845555006,1,1
623,6,160,5.0,845553457,1,1
624,6,161,3.0,845553253,1,1
625,6,163,3.0,845553907,1,1
626,6,165,3.0,845553146,1,1
627,6,168,5.0,845553695,1,1
628,6,170,3.0,845554263,1,1
629,6,171,3.0,845555402,1,1
630,6,174,3.0,845554479,1,1
631,6,177,3.0,845554931,1,1
632,6,179,1.0,845555362,1,1
633,6,180,2.0,845555006,1,1
634,6,181,3.0,845553938,1,1
635,6,185,3.0,845553283,1,1
636,6,186,3.0,845553619,1,1
637,6,189,3.0,845556241,1,1
638,6,191,2.0,845554931,1,1
639,6,195,4.0,845554455,1,1
640,6,196,3.0,845553586,1,1
641,6,201,3.0,845556290,1,1
642,6,204,3.0,845553619,1,1
643,6,205,3.0,845555477,1,1
644,6,207,4.0,845554024,1,1
645,6,208,3.0,845553253,1,1
646,6,209,3.0,845556106,1,1
647,6,210,4.0,845556310,1,1
648,6,212,4.0,845556181,1,1
649,6,216,4.0,845554099,1,1
650,6,217,3.0,845555382,1,1
